cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_14_c0001,M1_CERT_14,m1_chirp_2,4,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.6,4000.0,0,0,0,inf,nan,1.0,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_14_c0002,M1_CERT_14,m1_chirp_2,4,200.0,0.6,COUNTEREXAMPLE,nan,1.439092257707373,SKIPPED_COUNTEREXAMPLE,,66.5,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_14_c0003,M1_CERT_14,m1_chirp_2,4,2000.0,0.05,COUNTEREXAMPLE,nan,1.3713598776417506,SKIPPED_COUNTEREXAMPLE,,65.5,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_14_c0004,M1_CERT_14,m1_chirp_2,4,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.3,2151.087694361131,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_14_c0005,M1_CERT_14,m1_glyph_2,2,200.0,0.05,COUNTEREXAMPLE,nan,1.3535335707427998,SKIPPED_COUNTEREXAMPLE,,64.2,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_14_c0006,M1_CERT_14,m1_glyph_2,2,200.0,0.6,COUNTEREXAMPLE,nan,1.3360349748941802,SKIPPED_COUNTEREXAMPLE,,63.1,,,,,,,,False,True,0.03999077941990248,908cfccbd249de22,M1_CERT
M1_CERT_14_c0007,M1_CERT_14,m1_glyph_2,2,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.7,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_14_c0008,M1_CERT_14,m1_glyph_2,2,2000.0,0.6,COUNTEREXAMPLE,nan,1.3939083462371218,SKIPPED_COUNTEREXAMPLE,,64.4,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_14_c0009,M1_CERT_14,m1_microtexture_2,0,200.0,0.05,COUNTEREXAMPLE,nan,1.3735760979343081,SKIPPED_COUNTEREXAMPLE,,63.5,,,,,,,,False,True,0.03999077941990237,908cfccbd249de22,M1_CERT
M1_CERT_14_c0010,M1_CERT_14,m1_microtexture_2,0,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.6,2148.4177703606283,0,0,0,inf,nan,1.0,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_14_c0011,M1_CERT_14,m1_microtexture_2,0,2000.0,0.05,COUNTEREXAMPLE,nan,1.3076773555446608,SKIPPED_COUNTEREXAMPLE,,66.6,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_14_c0012,M1_CERT_14,m1_microtexture_2,0,2000.0,0.6,COUNTEREXAMPLE,nan,1.4076866906746022,SKIPPED_COUNTEREXAMPLE,,66.0,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
