cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_06_c0001,M1_CERT_06,m1_chirp_1,1,200.0,0.05,COUNTEREXAMPLE,nan,1.4836676694174822,SKIPPED_COUNTEREXAMPLE,,63.4,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_06_c0002,M1_CERT_06,m1_chirp_1,1,200.0,0.6,COUNTEREXAMPLE,nan,1.6004317249666429,SKIPPED_COUNTEREXAMPLE,,64.3,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_06_c0003,M1_CERT_06,m1_chirp_1,1,2000.0,0.05,COUNTEREXAMPLE,nan,1.5658088083676875,SKIPPED_COUNTEREXAMPLE,,64.7,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_06_c0004,M1_CERT_06,m1_chirp_1,1,2000.0,0.6,COUNTEREXAMPLE,nan,1.6581705515565226,SKIPPED_COUNTEREXAMPLE,,63.7,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_06_c0005,M1_CERT_06,m1_glyph_0,4,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.6,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_06_c0006,M1_CERT_06,m1_glyph_0,4,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.5,4304.535849861056,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_06_c0007,M1_CERT_06,m1_glyph_0,4,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.8,4689.0295926786,0,0,0,inf,nan,1.0,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_06_c0008,M1_CERT_06,m1_glyph_0,4,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,66.0,4305.132812500001,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_06_c0009,M1_CERT_06,m1_microtexture_0,2,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,67.0,4000.0,0,0,0,inf,nan,1.0,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_06_c0010,M1_CERT_06,m1_microtexture_0,2,200.0,0.6,COUNTEREXAMPLE,nan,1.5821035373888457,SKIPPED_COUNTEREXAMPLE,,66.3,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_06_c0011,M1_CERT_06,m1_microtexture_0,2,2000.0,0.05,COUNTEREXAMPLE,nan,1.2905873431938244,SKIPPED_COUNTEREXAMPLE,,63.5,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_06_c0012,M1_CERT_06,m1_microtexture_0,2,2000.0,0.6,COUNTEREXAMPLE,nan,1.3367900962541739,SKIPPED_COUNTEREXAMPLE,,64.5,,,,,,,,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
