cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_18_c0001,M1_CERT_18,m1_chirp_3,3,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.6,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_18_c0002,M1_CERT_18,m1_chirp_3,3,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.3,2142.642252334323,0,0,0,inf,nan,1.0,False,True,0.03999077941990248,908cfccbd249de22,M1_CERT
M1_CERT_18_c0003,M1_CERT_18,m1_chirp_3,3,2000.0,0.05,COUNTEREXAMPLE,nan,1.2477357312096455,SKIPPED_COUNTEREXAMPLE,,65.9,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_18_c0004,M1_CERT_18,m1_chirp_3,3,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.4,2142.71484375,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_18_c0005,M1_CERT_18,m1_glyph_3,1,200.0,0.05,COUNTEREXAMPLE,nan,1.334189161248355,SKIPPED_COUNTEREXAMPLE,,64.8,,,,,,,,False,True,0.03999077941990248,908cfccbd249de22,M1_CERT
M1_CERT_18_c0006,M1_CERT_18,m1_glyph_3,1,200.0,0.6,COUNTEREXAMPLE,nan,1.4024189022305973,SKIPPED_COUNTEREXAMPLE,,65.2,,,,,,,,False,True,0.039990779419903255,908cfccbd249de22,M1_CERT
M1_CERT_18_c0007,M1_CERT_18,m1_glyph_3,1,2000.0,0.05,COUNTEREXAMPLE,nan,1.3647685936841072,SKIPPED_COUNTEREXAMPLE,,65.3,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_18_c0008,M1_CERT_18,m1_glyph_3,1,2000.0,0.6,COUNTEREXAMPLE,nan,1.5122633497124116,SKIPPED_COUNTEREXAMPLE,,65.6,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_18_c0009,M1_CERT_18,m1_microtexture_2,4,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.9,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_18_c0010,M1_CERT_18,m1_microtexture_2,4,200.0,0.6,COUNTEREXAMPLE,nan,1.3932395321114677,SKIPPED_COUNTEREXAMPLE,,65.9,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_18_c0011,M1_CERT_18,m1_microtexture_2,4,2000.0,0.05,COUNTEREXAMPLE,nan,1.4099982099609474,SKIPPED_COUNTEREXAMPLE,,62.9,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_18_c0012,M1_CERT_18,m1_microtexture_2,4,2000.0,0.6,COUNTEREXAMPLE,nan,1.4196635337810153,SKIPPED_COUNTEREXAMPLE,,65.4,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
