cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_26_c0001,M1_CERT_26,m1_contour_1,1,200.0,0.05,COUNTEREXAMPLE,nan,1.349083255362807,SKIPPED_COUNTEREXAMPLE,,66.0,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_26_c0002,M1_CERT_26,m1_contour_1,1,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,66.2,2148.9646956606675,0,0,0,inf,nan,1.0,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_26_c0003,M1_CERT_26,m1_contour_1,1,2000.0,0.05,COUNTEREXAMPLE,nan,1.2630638006007324,SKIPPED_COUNTEREXAMPLE,,65.8,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_26_c0004,M1_CERT_26,m1_contour_1,1,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,66.4,2149.282552083334,0,0,0,inf,nan,1.0,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
M1_CERT_26_c0005,M1_CERT_26,m1_maze_0,4,200.0,0.05,COUNTEREXAMPLE,nan,1.3179943231320363,SKIPPED_COUNTEREXAMPLE,,64.0,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_26_c0006,M1_CERT_26,m1_maze_0,4,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.2,2144.356770833334,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_26_c0007,M1_CERT_26,m1_maze_0,4,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.5,3999.999999999999,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_26_c0008,M1_CERT_26,m1_maze_0,4,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.7,2137.7890625,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_26_c0009,M1_CERT_26,m1_spokes_0,2,200.0,0.05,COUNTEREXAMPLE,nan,1.3115138477567188,SKIPPED_COUNTEREXAMPLE,,64.1,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_26_c0010,M1_CERT_26,m1_spokes_0,2,200.0,0.6,COUNTEREXAMPLE,nan,1.3375713862515044,SKIPPED_COUNTEREXAMPLE,,64.7,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_26_c0011,M1_CERT_26,m1_spokes_0,2,2000.0,0.05,COUNTEREXAMPLE,nan,1.3560338561307845,SKIPPED_COUNTEREXAMPLE,,63.4,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_26_c0012,M1_CERT_26,m1_spokes_0,2,2000.0,0.6,COUNTEREXAMPLE,nan,1.4853631815618313,SKIPPED_COUNTEREXAMPLE,,65.5,,,,,,,,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
