cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_35_c0001,M1_CERT_35,m1_contour_3,0,200.0,0.05,COUNTEREXAMPLE,nan,1.59089058680059,SKIPPED_COUNTEREXAMPLE,,63.6,,,,,,,,False,True,0.03999077941990237,908cfccbd249de22,M1_CERT
M1_CERT_35_c0002,M1_CERT_35,m1_contour_3,0,200.0,0.6,COUNTEREXAMPLE,nan,1.6992293107669025,SKIPPED_COUNTEREXAMPLE,,65.4,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_35_c0003,M1_CERT_35,m1_contour_3,0,2000.0,0.05,COUNTEREXAMPLE,nan,1.5630613749662734,SKIPPED_COUNTEREXAMPLE,,65.1,,,,,,,,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
M1_CERT_35_c0004,M1_CERT_35,m1_contour_3,0,2000.0,0.6,COUNTEREXAMPLE,nan,1.702802241613706,SKIPPED_COUNTEREXAMPLE,,62.9,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_35_c0005,M1_CERT_35,m1_maze_2,3,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.1,4000.0,0,0,0,inf,nan,1.0,False,True,0.039990779419903144,908cfccbd249de22,M1_CERT
M1_CERT_35_c0006,M1_CERT_35,m1_maze_2,3,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.3,2137.7890625000005,0,0,0,inf,nan,1.0,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_35_c0007,M1_CERT_35,m1_maze_2,3,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.7,4000.0,0,0,0,inf,nan,1.0,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_35_c0008,M1_CERT_35,m1_maze_2,3,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.4,2137.8200088735857,0,0,0,inf,nan,1.0,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_35_c0009,M1_CERT_35,m1_spokes_2,1,200.0,0.05,COUNTEREXAMPLE,nan,1.3454397601035566,SKIPPED_COUNTEREXAMPLE,,66.0,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_35_c0010,M1_CERT_35,m1_spokes_2,1,200.0,0.6,COUNTEREXAMPLE,nan,1.4653779815856591,SKIPPED_COUNTEREXAMPLE,,63.6,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_35_c0011,M1_CERT_35,m1_spokes_2,1,2000.0,0.05,COUNTEREXAMPLE,nan,1.3656925879062374,SKIPPED_COUNTEREXAMPLE,,65.2,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_35_c0012,M1_CERT_35,m1_spokes_2,1,2000.0,0.6,COUNTEREXAMPLE,nan,1.5163824194770315,SKIPPED_COUNTEREXAMPLE,,65.8,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
