cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_21_c0001,M1_CERT_21,m1_contour_0,1,200.0,0.05,COUNTEREXAMPLE,nan,1.2532595045926405,SKIPPED_COUNTEREXAMPLE,,64.0,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_21_c0002,M1_CERT_21,m1_contour_0,1,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.2,2149.2825520833335,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_21_c0003,M1_CERT_21,m1_contour_0,1,2000.0,0.05,COUNTEREXAMPLE,nan,1.2243724551798096,SKIPPED_COUNTEREXAMPLE,,63.1,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_21_c0004,M1_CERT_21,m1_contour_0,1,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.5,2144.612905032278,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_21_c0005,M1_CERT_21,m1_glyph_3,4,200.0,0.05,COUNTEREXAMPLE,nan,1.485827492748008,SKIPPED_COUNTEREXAMPLE,,65.2,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_21_c0006,M1_CERT_21,m1_glyph_3,4,200.0,0.6,COUNTEREXAMPLE,nan,1.5034604769921658,SKIPPED_COUNTEREXAMPLE,,64.8,,,,,,,,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
M1_CERT_21_c0007,M1_CERT_21,m1_glyph_3,4,2000.0,0.05,COUNTEREXAMPLE,nan,1.351947950065503,SKIPPED_COUNTEREXAMPLE,,63.3,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_21_c0008,M1_CERT_21,m1_glyph_3,4,2000.0,0.6,COUNTEREXAMPLE,nan,1.5128048294982568,SKIPPED_COUNTEREXAMPLE,,64.2,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_21_c0009,M1_CERT_21,m1_microtexture_3,2,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.0,4000.0,0,0,0,inf,nan,1.0,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_21_c0010,M1_CERT_21,m1_microtexture_3,2,200.0,0.6,COUNTEREXAMPLE,nan,1.5860688778776466,SKIPPED_COUNTEREXAMPLE,,66.6,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_21_c0011,M1_CERT_21,m1_microtexture_3,2,2000.0,0.05,COUNTEREXAMPLE,nan,1.4237913579507426,SKIPPED_COUNTEREXAMPLE,,64.2,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_21_c0012,M1_CERT_21,m1_microtexture_3,2,2000.0,0.6,COUNTEREXAMPLE,nan,1.546371745286872,SKIPPED_COUNTEREXAMPLE,,66.5,,,,,,,,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
