cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_17_c0001,M1_CERT_17,m1_chirp_3,2,200.0,0.05,COUNTEREXAMPLE,nan,1.184952006990609,SKIPPED_COUNTEREXAMPLE,,63.1,,,,,,,,False,True,0.03999077941990237,908cfccbd249de22,M1_CERT
M1_CERT_17_c0002,M1_CERT_17,m1_chirp_3,2,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.7,2142.71484375,0,0,0,inf,nan,1.0,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_17_c0003,M1_CERT_17,m1_chirp_3,2,2000.0,0.05,COUNTEREXAMPLE,nan,1.2278619868184364,SKIPPED_COUNTEREXAMPLE,,65.1,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_17_c0004,M1_CERT_17,m1_chirp_3,2,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,66.5,2142.71484375,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_17_c0005,M1_CERT_17,m1_glyph_3,0,200.0,0.05,COUNTEREXAMPLE,nan,1.262700311883882,SKIPPED_COUNTEREXAMPLE,,66.0,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_17_c0006,M1_CERT_17,m1_glyph_3,0,200.0,0.6,COUNTEREXAMPLE,nan,1.4847442013930277,SKIPPED_COUNTEREXAMPLE,,65.2,,,,,,,,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
M1_CERT_17_c0007,M1_CERT_17,m1_glyph_3,0,2000.0,0.05,COUNTEREXAMPLE,nan,1.35679551109278,SKIPPED_COUNTEREXAMPLE,,63.4,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_17_c0008,M1_CERT_17,m1_glyph_3,0,2000.0,0.6,COUNTEREXAMPLE,nan,1.484036250834049,SKIPPED_COUNTEREXAMPLE,,63.0,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_17_c0009,M1_CERT_17,m1_microtexture_2,3,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,66.6,4000.0000000000005,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_17_c0010,M1_CERT_17,m1_microtexture_2,3,200.0,0.6,COUNTEREXAMPLE,nan,1.5794601584001293,SKIPPED_COUNTEREXAMPLE,,64.4,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_17_c0011,M1_CERT_17,m1_microtexture_2,3,2000.0,0.05,COUNTEREXAMPLE,nan,1.4620459857504897,SKIPPED_COUNTEREXAMPLE,,65.0,,,,,,,,False,True,0.039990779419903144,908cfccbd249de22,M1_CERT
M1_CERT_17_c0012,M1_CERT_17,m1_microtexture_2,3,2000.0,0.6,COUNTEREXAMPLE,nan,1.4063091561918533,SKIPPED_COUNTEREXAMPLE,,63.9,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
