cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_09_c0001,M1_CERT_09,m1_chirp_1,4,200.0,0.05,COUNTEREXAMPLE,nan,1.47193742293623,SKIPPED_COUNTEREXAMPLE,,66.5,,,,,,,,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
M1_CERT_09_c0002,M1_CERT_09,m1_chirp_1,4,200.0,0.6,COUNTEREXAMPLE,nan,1.590852956425888,SKIPPED_COUNTEREXAMPLE,,64.6,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_09_c0003,M1_CERT_09,m1_chirp_1,4,2000.0,0.05,COUNTEREXAMPLE,nan,1.4984816584470855,SKIPPED_COUNTEREXAMPLE,,66.0,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_09_c0004,M1_CERT_09,m1_chirp_1,4,2000.0,0.6,COUNTEREXAMPLE,nan,1.6548249868029756,SKIPPED_COUNTEREXAMPLE,,64.2,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_09_c0005,M1_CERT_09,m1_glyph_1,2,200.0,0.05,COUNTEREXAMPLE,nan,1.400506802646794,SKIPPED_COUNTEREXAMPLE,,64.1,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_09_c0006,M1_CERT_09,m1_glyph_1,2,200.0,0.6,COUNTEREXAMPLE,nan,1.4889945953467418,SKIPPED_COUNTEREXAMPLE,,65.5,,,,,,,,False,True,0.03999077941990248,908cfccbd249de22,M1_CERT
M1_CERT_09_c0007,M1_CERT_09,m1_glyph_1,2,2000.0,0.05,COUNTEREXAMPLE,nan,1.4160598266734905,SKIPPED_COUNTEREXAMPLE,,62.9,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_09_c0008,M1_CERT_09,m1_glyph_1,2,2000.0,0.6,COUNTEREXAMPLE,nan,1.4453999067791483,SKIPPED_COUNTEREXAMPLE,,66.2,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_09_c0009,M1_CERT_09,m1_microtexture_1,0,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.6,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_09_c0010,M1_CERT_09,m1_microtexture_1,0,200.0,0.6,COUNTEREXAMPLE,nan,1.3825250601560288,SKIPPED_COUNTEREXAMPLE,,66.5,,,,,,,,False,True,0.03999077941990237,908cfccbd249de22,M1_CERT
M1_CERT_09_c0011,M1_CERT_09,m1_microtexture_1,0,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.9,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_09_c0012,M1_CERT_09,m1_microtexture_1,0,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.6,2150.3144000051493,0,0,0,inf,nan,1.0,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
