cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_05_c0001,M1_CERT_05,m1_chirp_1,0,200.0,0.05,COUNTEREXAMPLE,nan,1.6191336856327485,SKIPPED_COUNTEREXAMPLE,,64.0,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_05_c0002,M1_CERT_05,m1_chirp_1,0,200.0,0.6,COUNTEREXAMPLE,nan,1.6367408809176118,SKIPPED_COUNTEREXAMPLE,,63.4,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_05_c0003,M1_CERT_05,m1_chirp_1,0,2000.0,0.05,COUNTEREXAMPLE,nan,1.551446631866804,SKIPPED_COUNTEREXAMPLE,,63.1,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_05_c0004,M1_CERT_05,m1_chirp_1,0,2000.0,0.6,COUNTEREXAMPLE,nan,1.6741126143236216,SKIPPED_COUNTEREXAMPLE,,63.8,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_05_c0005,M1_CERT_05,m1_glyph_0,3,200.0,0.05,COUNTEREXAMPLE,nan,1.3437429613329142,SKIPPED_COUNTEREXAMPLE,,62.9,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_05_c0006,M1_CERT_05,m1_glyph_0,3,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.8,4308.416666666668,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_05_c0007,M1_CERT_05,m1_glyph_0,3,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.4,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
M1_CERT_05_c0008,M1_CERT_05,m1_glyph_0,3,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,66.3,4997.18221912273,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_05_c0009,M1_CERT_05,m1_microtexture_0,1,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.8,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990248,908cfccbd249de22,M1_CERT
M1_CERT_05_c0010,M1_CERT_05,m1_microtexture_0,1,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.6,4308.416666666666,0,0,0,inf,nan,1.0,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_05_c0011,M1_CERT_05,m1_microtexture_0,1,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.4,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990248,908cfccbd249de22,M1_CERT
M1_CERT_05_c0012,M1_CERT_05,m1_microtexture_0,1,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.1,4301.848958333334,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_05_c0013,M1_CERT_05,m1_spokes_3,4,200.0,0.05,COUNTEREXAMPLE,nan,1.4835614532114756,SKIPPED_COUNTEREXAMPLE,,65.2,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_05_c0014,M1_CERT_05,m1_spokes_3,4,200.0,0.6,COUNTEREXAMPLE,nan,1.5191220371846157,SKIPPED_COUNTEREXAMPLE,,64.3,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_05_c0015,M1_CERT_05,m1_spokes_3,4,2000.0,0.05,COUNTEREXAMPLE,nan,1.362776060892554,SKIPPED_COUNTEREXAMPLE,,66.2,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_05_c0016,M1_CERT_05,m1_spokes_3,4,2000.0,0.6,COUNTEREXAMPLE,nan,1.5094078673408307,SKIPPED_COUNTEREXAMPLE,,65.7,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
