cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_24_c0001,M1_CERT_24,m1_contour_0,4,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.6,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_24_c0002,M1_CERT_24,m1_contour_0,4,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,66.6,2147.6406249999995,0,0,0,inf,nan,1.0,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_24_c0003,M1_CERT_24,m1_contour_0,4,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.3,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_24_c0004,M1_CERT_24,m1_contour_0,4,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.5,2147.6406249999995,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_24_c0005,M1_CERT_24,m1_maze_0,2,200.0,0.05,COUNTEREXAMPLE,nan,1.2207258762160382,SKIPPED_COUNTEREXAMPLE,,65.8,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_24_c0006,M1_CERT_24,m1_maze_0,2,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.4,2144.3567708333335,0,0,0,inf,nan,1.0,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
M1_CERT_24_c0007,M1_CERT_24,m1_maze_0,2,2000.0,0.05,COUNTEREXAMPLE,nan,1.2299932413571855,SKIPPED_COUNTEREXAMPLE,,63.2,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_24_c0008,M1_CERT_24,m1_maze_0,2,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.7,2137.7890625,0,0,0,inf,nan,1.0,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
M1_CERT_24_c0009,M1_CERT_24,m1_spokes_0,0,200.0,0.05,COUNTEREXAMPLE,nan,1.1949534192478426,SKIPPED_COUNTEREXAMPLE,,63.9,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_24_c0010,M1_CERT_24,m1_spokes_0,0,200.0,0.6,COUNTEREXAMPLE,nan,1.3924434067333846,SKIPPED_COUNTEREXAMPLE,,62.9,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_24_c0011,M1_CERT_24,m1_spokes_0,0,2000.0,0.05,COUNTEREXAMPLE,nan,1.3331461070309343,SKIPPED_COUNTEREXAMPLE,,64.8,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_24_c0012,M1_CERT_24,m1_spokes_0,0,2000.0,0.6,COUNTEREXAMPLE,nan,1.4093718177693244,SKIPPED_COUNTEREXAMPLE,,63.1,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
