cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_16_c0001,M1_CERT_16,m1_chirp_3,1,200.0,0.05,COUNTEREXAMPLE,nan,1.4311893271985605,SKIPPED_COUNTEREXAMPLE,,63.3,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_16_c0002,M1_CERT_16,m1_chirp_3,1,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.8,2139.4309895833335,0,0,0,inf,nan,1.0,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_16_c0003,M1_CERT_16,m1_chirp_3,1,2000.0,0.05,COUNTEREXAMPLE,nan,1.2764501518868565,SKIPPED_COUNTEREXAMPLE,,63.4,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_16_c0004,M1_CERT_16,m1_chirp_3,1,2000.0,0.6,COUNTEREXAMPLE,nan,1.3208941246380506,SKIPPED_COUNTEREXAMPLE,,64.4,,,,,,,,False,True,0.039990779419903144,908cfccbd249de22,M1_CERT
M1_CERT_16_c0005,M1_CERT_16,m1_glyph_2,4,200.0,0.05,COUNTEREXAMPLE,nan,1.3136833564247081,SKIPPED_COUNTEREXAMPLE,,65.2,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_16_c0006,M1_CERT_16,m1_glyph_2,4,200.0,0.6,COUNTEREXAMPLE,nan,1.3628950756002336,SKIPPED_COUNTEREXAMPLE,,63.5,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_16_c0007,M1_CERT_16,m1_glyph_2,4,2000.0,0.05,COUNTEREXAMPLE,nan,1.2191460958400535,SKIPPED_COUNTEREXAMPLE,,65.1,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_16_c0008,M1_CERT_16,m1_glyph_2,4,2000.0,0.6,COUNTEREXAMPLE,nan,1.4391491397781238,SKIPPED_COUNTEREXAMPLE,,65.6,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_16_c0009,M1_CERT_16,m1_microtexture_2,2,200.0,0.05,COUNTEREXAMPLE,nan,1.4466095379820945,SKIPPED_COUNTEREXAMPLE,,63.9,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_16_c0010,M1_CERT_16,m1_microtexture_2,2,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,66.2,2153.402170438563,0,0,0,inf,nan,1.0,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
M1_CERT_16_c0011,M1_CERT_16,m1_microtexture_2,2,2000.0,0.05,COUNTEREXAMPLE,nan,1.2225164825025012,SKIPPED_COUNTEREXAMPLE,,64.2,,,,,,,,False,True,0.039990779419903144,908cfccbd249de22,M1_CERT
M1_CERT_16_c0012,M1_CERT_16,m1_microtexture_2,2,2000.0,0.6,COUNTEREXAMPLE,nan,1.411537162071861,SKIPPED_COUNTEREXAMPLE,,63.2,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
