cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_11_c0001,M1_CERT_11,m1_chirp_2,1,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.0,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
M1_CERT_11_c0002,M1_CERT_11,m1_chirp_2,1,200.0,0.6,COUNTEREXAMPLE,nan,1.5069080649887792,SKIPPED_COUNTEREXAMPLE,,65.6,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_11_c0003,M1_CERT_11,m1_chirp_2,1,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.4,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_11_c0004,M1_CERT_11,m1_chirp_2,1,2000.0,0.6,COUNTEREXAMPLE,nan,1.36047501204941,SKIPPED_COUNTEREXAMPLE,,65.4,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_11_c0005,M1_CERT_11,m1_glyph_1,4,200.0,0.05,COUNTEREXAMPLE,nan,1.3980606481965538,SKIPPED_COUNTEREXAMPLE,,62.9,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_11_c0006,M1_CERT_11,m1_glyph_1,4,200.0,0.6,COUNTEREXAMPLE,nan,1.4410951263888978,SKIPPED_COUNTEREXAMPLE,,63.1,,,,,,,,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
M1_CERT_11_c0007,M1_CERT_11,m1_glyph_1,4,2000.0,0.05,COUNTEREXAMPLE,nan,1.4381954713253366,SKIPPED_COUNTEREXAMPLE,,65.4,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_11_c0008,M1_CERT_11,m1_glyph_1,4,2000.0,0.6,COUNTEREXAMPLE,nan,1.451822800509449,SKIPPED_COUNTEREXAMPLE,,66.4,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_11_c0009,M1_CERT_11,m1_microtexture_1,2,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.8,4000.0,0,0,0,inf,nan,1.0,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_11_c0010,M1_CERT_11,m1_microtexture_1,2,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.4,2149.2825520833335,0,0,0,inf,nan,1.0,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_11_c0011,M1_CERT_11,m1_microtexture_1,2,2000.0,0.05,COUNTEREXAMPLE,nan,1.390187738504071,SKIPPED_COUNTEREXAMPLE,,66.0,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_11_c0012,M1_CERT_11,m1_microtexture_1,2,2000.0,0.6,COUNTEREXAMPLE,nan,1.3867705577567722,SKIPPED_COUNTEREXAMPLE,,63.1,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
