cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_29_c0001,M1_CERT_29,m1_contour_1,4,200.0,0.05,COUNTEREXAMPLE,nan,1.3425376590887073,SKIPPED_COUNTEREXAMPLE,,64.6,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_29_c0002,M1_CERT_29,m1_contour_1,4,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.9,2150.924479166667,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_29_c0003,M1_CERT_29,m1_contour_1,4,2000.0,0.05,COUNTEREXAMPLE,nan,1.2710645229192596,SKIPPED_COUNTEREXAMPLE,,63.2,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_29_c0004,M1_CERT_29,m1_contour_1,4,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,66.6,2149.2825520833326,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_29_c0005,M1_CERT_29,m1_maze_1,2,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,66.0,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_29_c0006,M1_CERT_29,m1_maze_1,2,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.4,2144.356770833334,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_29_c0007,M1_CERT_29,m1_maze_1,2,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.9,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_29_c0008,M1_CERT_29,m1_maze_1,2,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.8,2144.356770833334,0,0,0,inf,nan,1.0,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_29_c0009,M1_CERT_29,m1_spokes_1,0,200.0,0.05,COUNTEREXAMPLE,nan,1.2947664316890382,SKIPPED_COUNTEREXAMPLE,,63.2,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_29_c0010,M1_CERT_29,m1_spokes_1,0,200.0,0.6,COUNTEREXAMPLE,nan,1.3841372213074579,SKIPPED_COUNTEREXAMPLE,,63.6,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_29_c0011,M1_CERT_29,m1_spokes_1,0,2000.0,0.05,COUNTEREXAMPLE,nan,1.2734957031559953,SKIPPED_COUNTEREXAMPLE,,63.7,,,,,,,,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
M1_CERT_29_c0012,M1_CERT_29,m1_spokes_1,0,2000.0,0.6,COUNTEREXAMPLE,nan,1.3574117867315953,SKIPPED_COUNTEREXAMPLE,,65.4,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
