cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_28_c0001,M1_CERT_28,m1_contour_1,3,200.0,0.05,COUNTEREXAMPLE,nan,1.3003127569945037,SKIPPED_COUNTEREXAMPLE,,65.5,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_28_c0002,M1_CERT_28,m1_contour_1,3,200.0,0.6,COUNTEREXAMPLE,nan,1.4743453499020007,SKIPPED_COUNTEREXAMPLE,,63.6,,,,,,,,False,True,0.03999077941990248,908cfccbd249de22,M1_CERT
M1_CERT_28_c0003,M1_CERT_28,m1_contour_1,3,2000.0,0.05,COUNTEREXAMPLE,nan,1.3087208992648312,SKIPPED_COUNTEREXAMPLE,,63.5,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_28_c0004,M1_CERT_28,m1_contour_1,3,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,66.4,2149.2825520833326,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_28_c0005,M1_CERT_28,m1_maze_1,1,200.0,0.05,COUNTEREXAMPLE,nan,1.3058185191787424,SKIPPED_COUNTEREXAMPLE,,63.7,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_28_c0006,M1_CERT_28,m1_maze_1,1,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.8,2145.9986979166665,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_28_c0007,M1_CERT_28,m1_maze_1,1,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.0,3999.999999999999,0,0,0,inf,nan,1.0,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_28_c0008,M1_CERT_28,m1_maze_1,1,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.9,2144.356770833334,0,0,0,inf,nan,1.0,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_28_c0009,M1_CERT_28,m1_spokes_0,4,200.0,0.05,COUNTEREXAMPLE,nan,1.3784787935959322,SKIPPED_COUNTEREXAMPLE,,63.7,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_28_c0010,M1_CERT_28,m1_spokes_0,4,200.0,0.6,COUNTEREXAMPLE,nan,1.411379497335945,SKIPPED_COUNTEREXAMPLE,,66.1,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_28_c0011,M1_CERT_28,m1_spokes_0,4,2000.0,0.05,COUNTEREXAMPLE,nan,1.3121914064492852,SKIPPED_COUNTEREXAMPLE,,65.4,,,,,,,,False,True,0.039990779419902256,908cfccbd249de22,M1_CERT
M1_CERT_28_c0012,M1_CERT_28,m1_spokes_0,4,2000.0,0.6,COUNTEREXAMPLE,nan,1.4307438949495919,SKIPPED_COUNTEREXAMPLE,,64.5,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
