cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_31_c0001,M1_CERT_31,m1_contour_2,1,200.0,0.05,COUNTEREXAMPLE,nan,1.5464422302036065,SKIPPED_COUNTEREXAMPLE,,66.1,,,,,,,,False,True,0.03999077941990248,908cfccbd249de22,M1_CERT
M1_CERT_31_c0002,M1_CERT_31,m1_contour_2,1,200.0,0.6,COUNTEREXAMPLE,nan,1.8674407530327084,SKIPPED_COUNTEREXAMPLE,,65.4,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_31_c0003,M1_CERT_31,m1_contour_2,1,2000.0,0.05,COUNTEREXAMPLE,nan,1.6628064902908022,SKIPPED_COUNTEREXAMPLE,,65.5,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_31_c0004,M1_CERT_31,m1_contour_2,1,2000.0,0.6,COUNTEREXAMPLE,nan,1.7909598668916078,SKIPPED_COUNTEREXAMPLE,,64.5,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_31_c0005,M1_CERT_31,m1_maze_1,4,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,66.0,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990248,908cfccbd249de22,M1_CERT
M1_CERT_31_c0006,M1_CERT_31,m1_maze_1,4,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.1,2144.356770833334,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_31_c0007,M1_CERT_31,m1_maze_1,4,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.3,4000.0,0,0,0,inf,nan,1.0,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_31_c0008,M1_CERT_31,m1_maze_1,4,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.4,2144.356770833334,0,0,0,inf,nan,1.0,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_31_c0009,M1_CERT_31,m1_spokes_1,2,200.0,0.05,COUNTEREXAMPLE,nan,1.4260146976562078,SKIPPED_COUNTEREXAMPLE,,63.6,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_31_c0010,M1_CERT_31,m1_spokes_1,2,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.6,2142.877670812007,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_31_c0011,M1_CERT_31,m1_spokes_1,2,2000.0,0.05,COUNTEREXAMPLE,nan,1.3392939231001402,SKIPPED_COUNTEREXAMPLE,,65.9,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_31_c0012,M1_CERT_31,m1_spokes_1,2,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.7,2144.3567708333335,0,0,0,inf,nan,1.0,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
