cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_32_c0001,M1_CERT_32,m1_contour_2,2,200.0,0.05,COUNTEREXAMPLE,nan,1.5430366993790177,SKIPPED_COUNTEREXAMPLE,,65.4,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_32_c0002,M1_CERT_32,m1_contour_2,2,200.0,0.6,COUNTEREXAMPLE,nan,1.6920792178223496,SKIPPED_COUNTEREXAMPLE,,65.3,,,,,,,,False,True,0.03999077941990248,908cfccbd249de22,M1_CERT
M1_CERT_32_c0003,M1_CERT_32,m1_contour_2,2,2000.0,0.05,COUNTEREXAMPLE,nan,1.637017502243225,SKIPPED_COUNTEREXAMPLE,,65.4,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_32_c0004,M1_CERT_32,m1_contour_2,2,2000.0,0.6,COUNTEREXAMPLE,nan,1.7843600769782801,SKIPPED_COUNTEREXAMPLE,,63.5,,,,,,,,False,True,0.03999077941990237,908cfccbd249de22,M1_CERT
M1_CERT_32_c0005,M1_CERT_32,m1_maze_2,0,200.0,0.05,COUNTEREXAMPLE,nan,1.1856453052279108,SKIPPED_COUNTEREXAMPLE,,64.2,,,,,,,,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
M1_CERT_32_c0006,M1_CERT_32,m1_maze_2,0,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.2,2139.4309895833335,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_32_c0007,M1_CERT_32,m1_maze_2,0,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.7,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_32_c0008,M1_CERT_32,m1_maze_2,0,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.8,2271.9968142919433,0,0,0,inf,nan,1.0,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_32_c0009,M1_CERT_32,m1_spokes_1,3,200.0,0.05,COUNTEREXAMPLE,nan,1.376646352230664,SKIPPED_COUNTEREXAMPLE,,63.3,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_32_c0010,M1_CERT_32,m1_spokes_1,3,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.2,2142.71484375,0,0,0,inf,nan,1.0,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_32_c0011,M1_CERT_32,m1_spokes_1,3,2000.0,0.05,COUNTEREXAMPLE,nan,1.2507145818669982,SKIPPED_COUNTEREXAMPLE,,64.7,,,,,,,,False,True,0.03999077941990248,908cfccbd249de22,M1_CERT
M1_CERT_32_c0012,M1_CERT_32,m1_spokes_1,3,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,66.1,2144.3567708333335,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
