cell_id,shard_id,image,seed,nu,b,status,dual_gap_upper_per_r,primal_gap_lower_per_r,solver_status_primary,solver_status_retry,wall_seconds,coefficient_dynamic_range,n_dictionary_scans,n_arisk_cuts,n_spectral_cuts,full_dictionary_scan_residual,min_generalized_eigenvalue,arisk_ratio,MU_CAP_ACTIVE,dep_feasible,dep_dose_dev,d_cert_sha,stage
M1_CERT_03_c0001,M1_CERT_03,m1_chirp_0,3,200.0,0.05,COUNTEREXAMPLE,nan,1.3199235279622803,SKIPPED_COUNTEREXAMPLE,,65.2,,,,,,,,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
M1_CERT_03_c0002,M1_CERT_03,m1_chirp_0,3,200.0,0.6,COUNTEREXAMPLE,nan,1.533697557398416,SKIPPED_COUNTEREXAMPLE,,63.8,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_03_c0003,M1_CERT_03,m1_chirp_0,3,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.5,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_03_c0004,M1_CERT_03,m1_chirp_0,3,2000.0,0.6,COUNTEREXAMPLE,nan,1.771889316607651,SKIPPED_COUNTEREXAMPLE,,66.5,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_03_c0005,M1_CERT_03,m1_glyph_0,1,200.0,0.05,COUNTEREXAMPLE,nan,1.3281054810104933,SKIPPED_COUNTEREXAMPLE,,65.1,,,,,,,,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_03_c0006,M1_CERT_03,m1_glyph_0,1,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.8,4301.848958333334,0,0,0,inf,nan,1.0,False,True,0.03999077941990248,908cfccbd249de22,M1_CERT
M1_CERT_03_c0007,M1_CERT_03,m1_glyph_0,1,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.3,4000.0000000000005,0,0,0,inf,nan,1.0,False,True,0.03999077941990281,908cfccbd249de22,M1_CERT
M1_CERT_03_c0008,M1_CERT_03,m1_glyph_0,1,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,66.5,4298.565104166667,0,0,0,inf,nan,1.0,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_03_c0009,M1_CERT_03,m1_maze_3,4,200.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.5,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_03_c0010,M1_CERT_03,m1_maze_3,4,200.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,64.3,2140.081447546881,0,0,0,inf,nan,1.0,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_03_c0011,M1_CERT_03,m1_maze_3,4,2000.0,0.05,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,63.4,4000.0,0,0,0,inf,nan,1.0,False,True,0.03999077941990303,908cfccbd249de22,M1_CERT
M1_CERT_03_c0012,M1_CERT_03,m1_maze_3,4,2000.0,0.6,NUMERICAL_UNRESOLVED,inf,-inf,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,LP_FAIL:The problem is infeasible. (HiGHS Status 8: model_status is ,65.3,2366.8748832886445,0,0,0,inf,nan,1.0,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_03_c0013,M1_CERT_03,m1_spokes_3,2,200.0,0.05,COUNTEREXAMPLE,nan,1.3501510969661832,SKIPPED_COUNTEREXAMPLE,,65.4,,,,,,,,False,True,0.03999077941990292,908cfccbd249de22,M1_CERT
M1_CERT_03_c0014,M1_CERT_03,m1_spokes_3,2,200.0,0.6,COUNTEREXAMPLE,nan,1.5132994528505401,SKIPPED_COUNTEREXAMPLE,,64.4,,,,,,,,False,True,0.0399907794199027,908cfccbd249de22,M1_CERT
M1_CERT_03_c0015,M1_CERT_03,m1_spokes_3,2,2000.0,0.05,COUNTEREXAMPLE,nan,1.3926379467542391,SKIPPED_COUNTEREXAMPLE,,65.4,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
M1_CERT_03_c0016,M1_CERT_03,m1_spokes_3,2,2000.0,0.6,COUNTEREXAMPLE,nan,1.5078364769889685,SKIPPED_COUNTEREXAMPLE,,63.0,,,,,,,,False,True,0.03999077941990259,908cfccbd249de22,M1_CERT
